警政衛生部門,1,洪健益
警政衛生部門,1,劉耀仁
警政衛生部門,2,應曉薇
警政衛生部門,2,耿葳
警政衛生部門,2,李傅中武
警政衛生部門,3,張斯綱
警政衛生部門,3,李明賢
警政衛生部門,3,柳采葳
警政衛生部門,3,李柏毅
警政衛生部門,3,鍾沛君
警政衛生部門,4,王孝維
警政衛生部門,4,洪婉臻
警政衛生部門,4,張文潔
警政衛生部門,4,林世宗
警政衛生部門,4,陳怡君
警政衛生部門,5,顏若芳
警政衛生部門,5,林延鳳
警政衛生部門,6,吳世正
警政衛生部門,6,郭昭巖
警政衛生部門,6,陳錦祥
警政衛生部門,6,楊植斗
警政衛生部門,6,李芳儒
警政衛生部門,7,苗博雅
警政衛生部門,7,林亮君
警政衛生部門,7,鍾佩玲
警政衛生部門,8,徐立信
警政衛生部門,9,汪志冰
警政衛生部門,9,秦慧珠
警政衛生部門,9,曾獻瑩
警政衛生部門,10,王閔生
警政衛生部門,10,陳慈慧
警政衛生部門,10,何孟樺
警政衛生部門,11,林杏兒
警政衛生部門,11,游淑慧
警政衛生部門,11,詹為元
警政衛生部門,11,王欣儀
警政衛生部門,12,闕枚莎
警政衛生部門,12,陳炳甫
警政衛生部門,12,吳志剛
警政衛生部門,12,徐弘庭
警政衛生部門,13,黃瀞瑩
警政衛生部門,13,陳宥丞
警政衛生部門,13,林珍羽
警政衛生部門,13,張志豪
警政衛生部門,14,侯漢廷
警政衛生部門,15,李建昌
警政衛生部門,15,許淑華
警政衛生部門,15,簡舒培
警政衛生部門,15,陳賢蔚
警政衛生部門,16,陳重文
警政衛生部門,16,鍾小平
